pmid,Intervention,labels,detail
30200910,"['(1) chemotherapy (4 cycles of docetaxel+oxaliplatin+capecitabine (DOC))', 'chemotherapy', 'chemoradiotherapy', 'DOC', 'paclitaxel', 'carboplatin', '(3) chemoradiotherapy']","['Drug', 'drug', 'drug', 'drug', 'drug', 'drug', 'Drug']","{'(1) chemotherapy (4 cycles of docetaxel+oxaliplatin+capecitabine (DOC))': [{'dosage': 'four cycles at a three-weekly interval preoperatively'}], 'chemoradiotherapy': [{'dosage': 'weekly paclitaxel and carboplatin concurrent with radiotherapy, starts 3 weeks after start of the second DOC cycle'}], 'DOC': [{'dosage': 'two cycles at a three-weekly interval, followed by CRT'}], '(3) chemoradiotherapy': [{'dosage': 'CRT'}]}"
30200193,"['Ketogenic diet (KD): 70:25:5 energy from fat, protein, and carbohydrate', 'American Cancer Society diet (ACS): high-fiber, lower-fat']","['Drug', 'Educational']",{}
30197041,"['PSA-TRICOM (PROSTVAC)', 'placebo']","['Drug', 'Control']",{}
30192802,"['cetuximab treatment', 'stimulation with IFNγ and TNFα', 'chemical inhibitors', 'siRNA transfection', 'MEK1/2 inhibitor PD98059', 'JNK inhibitor SP600125']","['Drug', 'Drug', 'Drug', 'Drug', 'Drug', 'Drug']",{}
30189462,"['Brief cognitive-behavioral strategies (CBS) intervention', 'Cancer education recordings (attention-control)']","['Psychological', 'Educational']","{'Brief cognitive-behavioral strategies (CBS) intervention': [{'delivery_method': 'phone call'}], 'Cancer education recordings (attention-control)': [{'delivery_method': 'educational booklet'}]}"
30188953,"['COPD pharmacotherapy', 'Inhaled medications', 'Short-acting muscarinic antagonists (SAMAs)', 'Short-acting beta-agonists (SABAs)', 'Statin', 'Aspirin']","['Drug', 'Drug', 'Drug', 'Drug', 'Drug', 'Drug']",{}
30181203,"['Usual care', 'Tailored Web intervention', 'Tailored phone intervention', 'Tailored Web + phone intervention']","['Control', 'Educational', 'Educational', 'Educational']",{}
30177585,"['pemetrexed plus cisplatin combination therapy followed by maintenance pemetrexed (PC)', 'pemetrexed monotherapy (P)']","['Drug', 'Drug']","{'pemetrexed plus cisplatin combination therapy followed by maintenance pemetrexed (PC)': [{'dosage': 'pemetrexed 500 mg/m2 and cisplatin 70 mg/m2 intravenously, followed by maintenance pemetrexed as a single agent for every 3 weeks until progression of disease (PD)'}], 'pemetrexed monotherapy (P)': [{'dosage': 'pemetrexed 500 mg/m2 monotherapy every 3 weeks until PD'}]}"
30159789,"['Omega-3 fatty acid (O3-FA) treatment', 'Placebo', '24 weeks duration']","['Drug', 'Control', 'None']",{}
30157224,"['Pre-diagnostic smoking', 'Pre-diagnostic obesity']","['None', 'None']",{}
30151798,"['Irreversible electroporation (IRE)', 'Allogenic natural killer (NK) cell immunotherapy']","['Surgical', 'Drug']",{}
30139208,"['Standardized questionnaire', 'Training courses', 'continuing education']","['Educational', 'Educational', 'Educational']",{}
30137193,"['lefitolimod maintenance therapy', 'local standard of care']","['Drug', 'Control']",{'lefitolimod maintenance therapy': [{'dosage': '60 mg'}]}
30135020,"['Carboplatin and paclitaxel chemotherapy', 'Dose adjustment or treatment delay', 'Use of granulocyte colony stimulating factor (G-CSF)']","['Drug', 'Control', 'Drug']",{}
30128855,"['Qigong', 'gentle exercise', 'survivorship support']","['Physical', 'Physical', 'Educational']","{'Qigong': [{'exercise_activity_type': 'synchronous combination of controlled diaphragmatic breathing, quiet chanting of the six healing sounds (to enhance meditative focus), and specific gentle movement of the arms'}], 'gentle exercise': [{'exercise_activity_type': 'gentle arm movements and postures without the diaphragmatic breathing, clearing of the mind, or chanting of the six healing sounds'}]}"
30124758,"['Exercise intervention', 'Usual care (control condition)']","['Physical', 'Control']","{'Exercise intervention': [{'exercise_activity_type': 'walking fast, running fast, swimming or cycling hard, and doing exercises with weights', 'duration': '12-week program', 'sessions_per_week': 'three', 'session_duration': '50 minutes', 'supervision': 'Two supervised sessions in community gyms, one unsupervised home-based session'}]}"
30123970,"['Ruxolitinib', 'Regorafenib', 'Placebo plus regorafenib 160 mg QD [placebo group]']","['Drug', 'Drug', 'Drug']","{'Regorafenib': [{'dosage': '160 mg QD'}], 'Placebo plus regorafenib 160 mg QD [placebo group]': [{'dosage': '160 mg QD'}]}"
30118448,"['SRT-derived intervention', 'usual care control group']","['I_Other', 'Control']",{}
30111216,"['General anesthesia', 'TAP block using 0.25% ropivacaine', 'ropivacaine', 'Group D only received general anesthesia']","['Surgical', 'Drug', 'drug', 'Surgical']",{'TAP block using 0.25% ropivacaine': [{'dosage': '40 mL'}]}
30110579,"['talazoparib (1 mg once daily)', 'standard single-agent therapy']","['Drug', 'drug']",{'talazoparib (1 mg once daily)': [{'dosage': '1 mg orally once daily'}]}
30107070,['structured problem-solving therapy'],['psychological'],"{'structured problem-solving therapy': [{'delivery_method': ['telephone', 'web-based videoconferencing']}]}"
30107003,"['gemcitabine treatment', 'vitamin D levels']","['Drug', 'None']",{}
30103784,"['Mendelian randomisation (MR) study', 'weighted genetic score for circulating 25-OHD using six genetic variants', 'supplemental vitamin D']","['None', 'None', 'Drug']",{}
30099396,"['laparoscopic distal gastrectomy (LDG)', 'open distal gastrectomy (ODG)', 'neoadjuvant chemotherapy']","['Surgical', 'Surgical', 'Drug']",{}
30095593,"['Sun Safe Workplaces (SSW) program', 'Workplace sun safety policy adoption and education']","['Educational', 'Educational']",{}
30094545,"['Zoledronic acid (ZA) alone', 'ZA plus radiopharmaceuticals (Sr-89 or Sm-153)']","['Drug', 'Drug']","{'Zoledronic acid (ZA) alone': [{'dosage': '4 mg IV monthly'}], 'ZA plus radiopharmaceuticals (Sr-89 or Sm-153)': [{'dosage': 'ZA with either 4 mCi Sr-89 or 1 mg/kg body weight of Sm-153'}]}"
30092768,['educational leaflet'],['Educational'],{}
30089602,"['erlotinib', 'fulvestrant', 'erlotinib alone 150\u202fmg oral daily']","['drug', 'drug', 'Drug']",{}
30088162,"['i.v. acetaminophen', 'TEA', 'TEA alone (control group)']","['drug', 'drug', 'Control']","{'i.v. acetaminophen': [{'dosage': '1000 mg/dose for patients weighting ≥ 50 kg or at 15 mg/kg/dose for patients weighting < 50 kg'}], 'TEA': [{'dosage': 'rescue bolus'}]}"
30083962,"['tivantinib 360 mg PO BID', 'placebo']","['Drug', 'Control']",{'tivantinib 360 mg PO BID': [{'dosage': '360 mg'}]}
30082572,"['ECG-guided tip location technique', 'conventional method (chest radiography)']","['Physical', 'Surgical']",{}
30081854,"['Taurolidine', 'placebo']","['Drug', 'Control']",{}
30078504,"['Psychosocial telephone counseling (PTC)', 'Usual care (UC)']","['Psychological', 'Control']",{}
30075763,"['invitation to a Cytosponge-TFF3 test', 'upper gastro-intestinal endoscopy at their local hospital-based endoscopy clinic']","['Educational', 'Surgical']",{'upper gastro-intestinal endoscopy at their local hospital-based endoscopy clinic': [{'surgical_technique': 'endoscopy examination'}]}
30075741,"['lowering the threshold for referral for urgent chest x-ray', 'randomised to receive an immediate chest x-ray', 'standard treatment', 'chose not to participate in the trial']","['Control', 'Control', 'control', 'Control']",{}
30072745,"['S-1 plus cisplatin', 'Cisplatin alone']","['Drug', 'Drug']",{}
30071146,"['MOVING ON, a self-directed, home-based intervention', 'control booklet']","['Educational', 'Control']",{}
30063723,['anthracycline-based chemotherapy'],['Drug'],"{'anthracycline-based chemotherapy': [{'dosage': 'concurrent or dose-dense sequential administration', 'chemotherapy duration': 'identical in both arms', 'dose intensity of epirubicin and paclitaxel': 'double in the E-T-CMF arm', 'prophylactic administration of granulocyte-colony stimulating factor (G-CSF)': 'all cycles with CMF', 'additional treatment for premenopausal women': 'lutenizing hormone-releasing hormone (LH-RH) analogs for two years', 'postmenopausal patients': 'tamoxifen 20 mg daily for two-three years followed by daily exemestane 25 mg', 'hormonal therapy or radiation therapy': 'administered after completion of chemotherapy'}]}"
30054636,['blood sample'],['None'],{}
30052729,"['avelumab 10mg/kg by intravenous infusion every 2weeks', ""physician's choice of chemotherapy"", 'best supportive care for patients ineligible for chemotherapy']","['Drug', 'drug', 'Physical']",{}
30051975,"['LY2495655 (antimyostatin antibody) plus standard-of-care chemotherapy', '300 mg LY2495655', '100 mg LY2495655', 'Placebo']","['Drug', 'Drug', 'Drug', 'Control']",{}
30051368,"['Tumor location-modified Lauren classification (mLC)', 'Lauren classification (LC)']","['I_Other', 'None']",{}
30047347,"['consumption of added or concentrated sugars', 'sugar-sweetened beverages', 'fruit juices', 'dessert foods']","['I_Other', 'Drug', 'Drug', 'I_Other']",{}
30042065,"['Targeted next-generation sequencing of 82 and 113 genes', 'Molecular pathways of tumorigenesis analysis', 'Individual driver gene mutations', 'combinations of mutations', 'global measures such as microsatellite instability (MSI) and mutation burden analysis']","['None', 'I_Other', 'None', 'None', 'None']",{}
30028657,"['enzalutamide', 'abiraterone acetate', 'prednisone']","['Drug', 'Drug', 'Drug']","{'enzalutamide': [{'dosage': '160 mg'}], 'abiraterone acetate': [{'dosage': '1,000 mg'}], 'prednisone': [{'dosage': '5 mg twice daily'}]}"
30026614,"['brief behavioral therapy for cancer-related insomnia (BBT-CI)', 'Healthy Eating Education Learning control condition (HEAL)']","['Psychological', 'Educational']","{'brief behavioral therapy for cancer-related insomnia (BBT-CI)': [{'delivery_method': ""face-to-face session with a trained NCORP staff member, four 15-min phone calls, and a second 60-min face-to-face 'booster' session""}]}"
30026002,"['maintenance therapy with olaparib tablets (300 mg twice daily)', 'placebo']","['Drug', 'Control']",{}
30024544,"['Maekmoondong-tang (herbal medicine)', 'Placebo']","['Drug', 'Control']",{}
30021554,"['Supervised exercise', 'Facility access', 'Self-monitoring', 'Group-based active living counseling']","['Physical', 'Physical', 'Educational', 'Psychological']","{'Supervised exercise': [{'exercise_activity_type': 'moderate-to-vigorous physical activity (MVPA)'}], 'Self-monitoring': [{'delivery_method': 'activity monitor (Fitbit Alta HR)'}], 'Group-based active living counseling': [{'delivery_method': '12 in-person group educational sessions'}]}"
30019318,"['next-generation sequencing (NGS)-based companion diagnostic', 'MiSeqDx ® sequencing instrument', 'panitumumab treatment', 'FOLFOX4']","['I_Other', 'Physical', 'Drug', 'Drug']",{}
30013091,"['Panitumumab', 'Comparator']","['Drug', 'Control']",{}
30012527,"['IMRT-DIBH (inverse-planned intensity modulated radiotherapy and deep inspiration breath hold)', 'Standard, free-breathing, forward-planned, three-dimensional conformal radiotherapy']","['Surgical', 'Surgical']",{}
30010751,"['Nintedanib (200 mg twice daily)', 'Placebo (twice daily)']","['Drug', 'Control']",{}
30009652,"['Intradermal acupuncture (IA) or sham IA treatment for 3 weeks', 'Selected points: CV12, bilateral ST25, LI4, LR3, PC06, and Ashi']","['Physical', 'Physical']",{}
30002437,"['PF-05280014', 'trastuzumab reference product', 'Herceptin', 'trastuzumab-EU', 'docetaxel', 'carboplatin']","['drug', 'drug', 'drug', 'drug', 'drug', 'drug']","{'PF-05280014': [{'dosage': 'loading dose (8 mg/kg, over 90-min intravenous (IV) infusion); subsequent infusions: 6 mg/kg, over 30 to 90 min'}], 'trastuzumab-EU': [{'dosage': 'loading dose (8 mg/kg, over 90-min intravenous (IV) infusion); subsequent infusions: 6 mg/kg, over 30 to 90 min'}], 'docetaxel': [{'dosage': '75 mg/m2; 60-min IV infusion'}], 'carboplatin': [{'dosage': 'target area under the curve: 6; ≥ 15-min IV infusion'}]}"
29999214,"['Online, tailored, theory-based, user-centred intervention', 'Randomized controlled trial design', 'Theory of Planned Behaviour (TPB)', 'Behaviour Change Techniques', ""Tailoring and 'TPB components' to target beliefs about help-seeking""]","['Educational', 'Control', 'Psychological', 'Psychological', 'Educational']",{}
29988111,"['intraperitoneal treatment', 'catumaxomab', 'systemic chemotherapy', '5-fluorouracil', 'leucovorin', 'oxaliplatin', 'docetaxel', 'FLOT']","['surgical', 'drug', 'drug', 'drug', 'drug', 'drug', 'drug', 'drug']","{'catumaxomab': [{'dosage': '10, 20, 50, and 150 μg on days 0, 3, 7, and 10'}], '5-fluorouracil': [{'dosage': '2600 mg/m2 as 24 h infusion, d1'}], 'leucovorin': [{'dosage': '200 mg/m2, d1'}], 'oxaliplatin': [{'dosage': '85 mg/m2, d1'}], 'docetaxel': [{'dosage': '50 mg/m2, d1'}]}"
29987605,['breast-conserving therapy (BCT)'],['Surgical'],{'breast-conserving therapy (BCT)': [{'surgical_technique': 'breast conservation'}]}
29984336,"['TUR with the PK system (Group 1, n=62)', 'TUR with the monopolar system (Group 2, n=59)']","['Surgical', 'Surgical']",{}
29977080,"['Intravenous ibuprofen (400mg and 800mg) vs placebo', 'Patient-controlled intravenous morphine analgesia after surgery']","['Drug', 'Drug']","{'Patient-controlled intravenous morphine analgesia after surgery': [{'dosage': '100 mg loading dose, 0.5 mg/h background infusion, 1 mg bolus, lockout interval of 5 min'}]}"
29975403,"['supervised aerobic exercise (73 women)', 'home-based walking-based exercise (69 women)', 'control arm (71 women)']","['Physical', 'Physical', 'Control']","{'home-based walking-based exercise (69 women)': [{'exercise_activity_type': 'walking or slow jogging', 'dosage': '7,000–10,000 steps per day (equivalent to 150min/week of moderate intensity activity)'}]}"
29958037,"['Managing Cancer And Living Meaningfully (CALM) psychotherapeutic intervention', 'Usual care (UC)']","['Psychological', 'Control']","{'Managing Cancer And Living Meaningfully (CALM) psychotherapeutic intervention': [{'delivery_method': 'psychotherapy sessions', 'sessions_per_participant': 'three to six', 'session_duration': '45 to 60 minutes', 'duration_of_intervention': '3 to 6 months', 'therapists': 'five master’s degree–level social workers and three psychiatrists', 'CALM_training': '2-day workshop and satisfactory completion of at least two cases under supervision with G.R. and S.H.', 'treatment_integrity': 'weekly group supervision, which included a review of session audiotapes and case discussion', 'evaluation_of_therapists': 'treatment integrity rating scale adapted from Spiegel and Spira'}]}"
29955136,"['irinotecan and capecitabine (XELIRI regimen)', 'single-agent irinotecan (IRI-arm)']","['Drug', 'Drug']","{'irinotecan and capecitabine (XELIRI regimen)': [{'dosage': 'irinotecan 180 mg/m2 on day 1 plus capecitabine 1000 mg/m2 twice daily on days 1–10 of a 14-day cycle'}], 'single-agent irinotecan (IRI-arm)': [{'dosage': '180 mg/m2 on day 1 of a 14-day cycle'}]}"
29953476,"['capecitabine monotherapy', 'capecitabine plus oxaliplatin (XELOX)']","['Drug', 'Drug']",{}
